Beware of #IcedID malware - it's using attack techniques borrowed from other hackers to quickly compromise Active Directory domains.  Read:  https://t.co/sY9qmqGuZv  #cybersecurity #hacking #malware
"#Twitter denies reports of a #databreach of 200 million users and says there is ""no evidence"" that the user data sold online was obtained by exploiting vulnerabilities in its systems.  Read:  https://t.co/BXBLVWAy2o  #cybersecurity #privacy #hacking #infosec #technology"
Security researchers have uncovered multiple vulnerabilities in Siemens SIMATIC and SIPLUS S7-1500 PLCs. Attackers could exploit these flaws to stealthily install firmware and take control of the devices.  Read:  https://t.co/QfS11fMHQx  #infosec #cybersecurity #hacking
"#Linux sysadmins, beware!  Hackers are exploiting a critical RCE #vulnerability in Control Web Panel (CWP) to gain elevated privileges on web servers.  Read:  https://t.co/oUTtjFEJSV  Patch your servers ASAP!   #cybersecurity #infosec #cyberattack #hacking #technews"
Ignoring vulnerabilities is a recipe for disaster. A new report from @orangecyberdef has revealed that companies are taking an average of 215 days to fix a reported vulnerability.  Read details:  https://t.co/HkQ4Ofy56V  #infosec #cybersecuritytips
"A new analysis reveals that Raspberry Robin's attack infrastructure can be repurposed by other threat actors for their own malicious activities, making it an even greater threat to watch out for.  Read:  https://t.co/i5319HobKc  #infosec #cybersecurity #hacking #cyberattack #tech"
Researchers have uncovered details of a vulnerability in Google #Chrome and Chromium-based browsers that could have potentially enabled hackers to steal sensitive information.  Read:  https://t.co/C7DSiFKEEj  #infosec #cybersecurity #technologynews #hacking
"#Twitter denies reports of a #databreach of 200 million users and says there is ""no evidence"" that the user data sold online was obtained by exploiting vulnerabilities in its systems.  Read:  https://t.co/BXBLVWB5RW  #cybersecurity #privacy #hacking #infosec #technology"
"#Linux sysadmins, beware!  Hackers are exploiting a critical RCE #vulnerability in Control Web Panel (CWP) to gain elevated privileges on web servers.  Read:  https://t.co/oUTtjFFhIt  Patch your servers ASAP!   #cybersecurity #infosec #cyberattack #hacking #technews"
"A new analysis reveals that Raspberry Robin's attack infrastructure can be repurposed by other threat actors for their own malicious activities, making it an even greater threat to watch out for.  Read:  https://t.co/i5319HoJzK  #infosec #cybersecurity #hacking #cyberattack #tech"
A new wave of Gootkit #malware loader attacks has targeted the Australian #healthcare sector by leveraging legitimate tools like VLC Media Player.  Read:  https://t.co/6rDoaLIwfT  #infosec #cybersecurity #hacking
"Researchers have uncovered details of an ongoing hacking campaign by the APT hacker group Dark Pink, targeting military and government organizations in the APAC region.  Read:  https://t.co/5g21hNxgBb  #infosec #hacking #cybersecurity #malware #cyberattack"
"🔥 Attention, It's Patch Tuesday!  Make sure to update your systems and software ASAP with the latest security patches from:  ✅ #Microsoft ✅ Adobe ✅ #Google ✅ Intel ✅ HP ✅ #Linux: Debian, Ubuntu,... ✅ SAP ... and more.  Read details:  https://t.co/OIlFVPe34k  #cybersecurity"
StrongPity APT group targeting #Android users with a Trojanized #Telegram app distributed through a fake video chat service website.  Read:  https://t.co/pUY8QWSFyX  #infosec #mobilesecurity #hacking #malware
"Get lifetime access to 9 online #cybersecurity and #hacking training courses for only $49.99 with the 2023 Certified Technology Professional Bundle!   https://t.co/jt0EE51xD4  Save over $1,700 on this limited-time offer &amp; learn the skills needed to become a certified professional."
"A new analysis of popular encrypted messaging app #Threema reveals potential weaknesses in its cryptographic protocols, leaving users' private keys vulnerable.   https://t.co/j4tPUe8p2y  In response, Threema has released a new communication protocol called Ibex."
"Researchers have uncovered details of an ongoing hacking campaign by the APT hacker group Dark Pink, targeting military and government organizations in the APAC region.  Read:  https://t.co/5g21hNxOqJ  #infosec #hacking #cybersecurity #malware #cyberattack"
"Stay vigilant - a new #phishing campaign targeting #Italy has been observed, deploying an information stealer on compromised #Windows systems.  Read:  https://t.co/lkXmntHssb  #cyberattack #hacking #malware"
"🔥 Attention, It's Patch Tuesday!  Make sure to update your systems and software ASAP with the latest security patches from:  ✅ #Microsoft ✅ Adobe ✅ #Google ✅ Intel ✅ HP ✅ #Linux: Debian, Ubuntu,... ✅ SAP ... and more.  Read details:  https://t.co/OIlFVPeATS  #cybersecurity"
StrongPity APT group targeting #Android users with a Trojanized #Telegram app distributed through a fake video chat service website.  Read:  https://t.co/pUY8QWTdov  #infosec #mobilesecurity #hacking #malware
"🔥 Attention all #opensource developers: If you're using ""jsonwebtoken"" library in your projects, you need to take urgent action.  A high-severity security flaw [ CVE-2022-23529] has been discovered, leading to RCE attacks:  https://t.co/q4xkZIk3GX  #cybersecurity"
"A new analysis of popular encrypted messaging app #Threema reveals potential weaknesses in its cryptographic protocols, leaving users' private keys vulnerable.   https://t.co/j4tPUe8WS6  In response, Threema has released a new communication protocol called Ibex."
"Stay vigilant - a new #phishing campaign targeting #Italy has been observed, deploying an information stealer on compromised #Windows systems.  Read:  https://t.co/lkXmntI0hJ  #cyberattack #hacking #malware"
Alert! Kinsing cryptojacking attacks are targeting #Kubernetes clusters through misconfigured PostgreSQL. Secure your systems before it's too late.  Read:  https://t.co/bdzy0yHizm  #infosec #cybersecurity #hacking #cryptocurrency #technews
"🔥 Attention all #opensource developers: If you're using ""jsonwebtoken"" library in your projects, you need to take urgent action.  A high-severity security flaw [ CVE-2022-23529] has been discovered, leading to RCE attacks:  https://t.co/q4xkZIkBwv  #cybersecurity"
Academics reveal new Text-to-SQL model attacks that could potentially let attackers break into sensitive databases or launch DoS attacks.  Read deatils:  https://t.co/p29mGTFQ10  #datasecurity #infosec #cybersecurity #privacy #technology #dataprotection
"Researchers have uncovered API vulnerabilities in 16 major car brands, putting millions of vehicles at risk of cyberattacks.   https://t.co/DJObUoSgey  Affected car brands include Acura, BMW, Ferrari, Ford, Honda, Hyundai, Jaguar, Kia, Mercedes-Benz, Nissan, Porsche &amp; Toyota."
Cybercriminals love it when you have multiple users with wide API permissions. Make it harder for them to breach your #SaaS app by keeping user permissions tight.  Read:  https://t.co/xIbILxpqdq  #infosec #cybersecuritytips #hacking
Alert! Kinsing cryptojacking attacks are targeting #Kubernetes clusters through misconfigured PostgreSQL. Secure your systems before it's too late.  Read:  https://t.co/bdzy0yHQoU  #infosec #cybersecurity #hacking #cryptocurrency #technews
Top SaaS Cybersecurity Threats in 2023: Are You Ready?  Read:  https://t.co/aHzxih4zP0  #infosec #cybersecuritytips
Academics reveal new Text-to-SQL model attacks that could potentially let attackers break into sensitive databases or launch DoS attacks.  Read details:  https://t.co/p29mGTGnQy  #datasecurity #infosec #cybersecurity #privacy #technology #dataprotection
"Heads up! By distributing malicious extensions through Visual Studio Marketplace, hackers can easily launch supply chain attacks against software developers.  Read:  https://t.co/OKWvmC6dk2  #infosec #hacking #malware #programming #coding"
"Researchers have uncovered API vulnerabilities in 16 major car brands, putting millions of vehicles at risk of cyberattacks.   https://t.co/DJObUoSO46  Affected car brands include Acura, BMW, Ferrari, Ford, Honda, Hyundai, Jaguar, Kia, Mercedes-Benz, Nissan, Porsche &amp; Toyota."
"Stay alert, developers!  6 new malicious #Python packages distributed via PyPI deploying info stealers and use #Cloudflare tunnels to sneak through firewalls.  Read:  https://t.co/Vk6vaQjFOX  #infosec #cybersecurity #hacking #malware #technology #coding #programming"
Russian #cyberespionage group Turla has been using decade-old ANDROMEDA malware's attack infrastructure to deliver its own custom reconnaissance and backdoor (KOPILUWAK and QUIETCANARY) tools to Ukraine.  Read details:  https://t.co/9sY7DM22FJ  #infosec #cybersecurity #hacking
"Heads up! By distributing malicious extensions through Visual Studio Marketplace, hackers can easily launch supply chain attacks against software developers.  Read:  https://t.co/OKWvmC6L9A  #infosec #hacking #malware #programming #coding"
Russian #cyberespionage group Turla has been using decade-old ANDROMEDA malware's attack infrastructure to deliver its own custom reconnaissance and backdoor (KOPILUWAK and QUIETCANARY) tools to Ukraine.  Read details:  https://t.co/9sY7DM2Avh  #infosec #cybersecurity #hacking
"Hurry and grab this amazing deal before it's gone!  This ""A to Z Cyber Security &amp; IT Certification"" Training Bundle will give you the skills and knowledge you need to succeed in the tech world.  Get it here:  https://t.co/xC6MI2WVZX  #cybersecurity #infosec"
"Alert: South African threat group ""Automated Libra"" using CAPTCHA bypass techniques to create #GitHub accounts as part of freejacking campaign called PURPLEURCHIN.  Read:  https://t.co/7kqVOck75f  #cybersecurity #infosec #hacking #cryptocurrency"
"#Ransomware is a serious threat, and it's not just limited to Windows users.  #Microsoft has revealed the tactics used by KeRanger, FileCoder, MacRansom, and EvilQuest, all targeting #macOS systems.  Read details:  https://t.co/4VHOfoLLkH  #infosec #cybersecurity #hacking #tech"
"Notorious banking #malware Dridex has reportedly adapted to attack #Apple's #macOS operating system with a new, previously unseen infection method.  Read:  https://t.co/vgX3gDFRAd  #infosec #cybersecurity #hacking"
"Alert: South African threat group ""Automated Libra"" using CAPTCHA bypass techniques to create #GitHub accounts as part of freejacking campaign called PURPLEURCHIN.  Read:  https://t.co/7kqVOckEUN  #cybersecurity #infosec #hacking #cryptocurrency"
"#WhatsApp has announced support for proxy servers on #Android and #iOS, allowing users to bypass censorship and Internet shutdowns.  Read:  https://t.co/L0CPFBicYt  #infosec #privacy #cybersecurity #technews"
Rackspace confirmed that the Play #ransomware gang was responsible for last month's breach. The attack used a zero-day exploit related to CVE-2022-41080 to gain initial access to the company's email environment.  Read:  https://t.co/Y6EAsqhK5s  #malware #ransomware #hacking
"#Ransomware is a serious threat, and it's not just limited to Windows users.  #Microsoft has revealed the tactics used by KeRanger, FileCoder, MacRansom, and EvilQuest, all targeting #macOS systems.  Read details:  https://t.co/4VHOfoMjaf  #infosec #cybersecurity #hacking #tech"
"Notorious banking #malware Dridex has reportedly adapted to attack #Apple's #macOS operating system with a new, previously unseen infection method.  Read:  https://t.co/vgX3gDGppL  #infosec #cybersecurity #hacking"
Rackspace confirmed that the Play #ransomware gang was responsible for last month's breach. The attack used a zero-day exploit related to CVE-2022-41080 to gain initial access to the company's email environment.  Read:  https://t.co/Y6EAsqihV0  #malware #ransomware #hacking
"Stay connected no matter what!  #WhatsApp has announced support for proxy servers on #Android and #iOS, allowing users to bypass censorship and Internet shutdowns.  Read:  https://t.co/L0CPFBiKO1  #infosec #privacy #cybersecurity #technews"
Two high severity vulnerabilities have been discovered in Rocket TRUfusion Enterprise: an authentication bypass issue (CVE-2022-25026) and server-side request forgery (CVE-2022-25027).   https://t.co/cxikpIB8jV  #infosec
"Alert: Financially motivated threat actor ""Blind Eagle"" has resurfaced with new tools and infection chain targeting organizations in Colombia and Ecuador.   Read:  https://t.co/41yUkfDK8m  #infosec #cybersecurity #hacking"
"A new feature-rich version of SpyNote #Android spyware has been detected targeting financial institutions, including HSBC UK, Deutsche Bank, Kotak Mahindra Bank and Nubank.  Read:  https://t.co/VGZWtoWPxD  #infosec #hacking #malware #technews #cybersecurity"
"Alert: Bluebottle #cybercrime group linked to targeted attacks on financial sector in French-speaking African countries.  Read:  https://t.co/n3TxcCgAqU  Symantec reports the group uses living-off-the-land &amp; dual use tools, with no custom malware.  #infosec #cybersecurity #hacking"
Attention CircleCI customers!  #DevOps platform CircleCI is asking its customers to rotate their secrets as a precautionary measure following a new security incident.  Read:  https://t.co/AvnlnlC2gX  #infosec #cybersecurity #hacking #technews
Don't let Vidar #malware take control of your device.   This sneaky stealer now uses throwaway accounts on social media platforms to retrieve the address of its C2 servers and steal information from compromised hosts.  Details:  https://t.co/5IZAchNMyQ  #cybersecurity #hacking
"Alert: Financially motivated threat actor ""Blind Eagle"" has resurfaced with new tools and infection chain targeting organizations in Colombia and Ecuador.   Read:  https://t.co/41yUkfEhXU  #infosec #cybersecurity #hacking"
"#Fortinet has identified a high-severity flaw in multiple versions of FortiADC.  #Zoho also warns of an SQLi #vulnerability affecting Access Manager Plus, PAM360 and Password Manager Pro.  Read details:  https://t.co/sonFqb2PnA  #infosec #cybersecurity #hacking #sysadmin #technews"
"Alert: Bluebottle #cybercrime group linked to targeted attacks on financial sector in French-speaking African countries.  Read:  https://t.co/n3TxcCh8gs  Symantec reports the group uses living-off-the-land &amp; dual use tools, with no custom malware.  #infosec #cybersecurity #hacking"
LastPass's recent breach is a significant concern for security stakeholders.  Browser Security solution LayerX offering a free tool to help security teams gain visibility and mitigate potential impacts of the breach.  Read:  https://t.co/OM0hwjSY1q  #infosec #cybersecurity
"A new feature-rich version of SpyNote #Android spyware has been detected targeting financial institutions, including HSBC UK, Deutsche Bank, Kotak Mahindra Bank and Nubank.  Read:  https://t.co/VGZWtoXnnb  #infosec #hacking #malware #technews #cybersecurity"
Attention CircleCI customers!  #DevOps platform CircleCI is asking its customers to rotate their secrets as a precautionary measure following a new security incident.  Read:  https://t.co/AvnlnlCA6v  #infosec #cybersecurity #hacking #technews
Don't let Vidar #malware take control of your device.   This sneaky stealer now uses throwaway accounts on social media platforms to retrieve the address of its C2 servers and steal information from compromised hosts.  Details:  https://t.co/5IZAchOkoo  #cybersecurity #hacking
"#Fortinet has identified a high-severity flaw in multiple versions of FortiADC.  #Zoho also warns of an SQLi #vulnerability affecting Access Manager Plus, PAM360 and Password Manager Pro.  Read details:  https://t.co/sonFqb3nd8  #infosec #cybersecurity #hacking #sysadmin #technews"
Irish regulators have fined Meta a hefty $414 million for violating data protection laws by forcing #Facebook and #Instagram users to accept targeted ads.  Read:  https://t.co/k1ZKLzgJ0m  #privacy #infosec #cybersecurity #technology #datasecurity #dataprotection
Don't let #ransomware attackers have their way! Security hygiene is key to protecting yourself from future attacks.   Check out this interesting article on the FBI's perspective on ransomware:  https://t.co/xBmmb3Lhlj  #cybersecurity #malware | @CatoNetworks
Attention #Linux users! There is a new #malware that has been created using the Shell Script Compiler (shc) and it is deploying a #cryptocurrency miner on infected systems.  Read:  https://t.co/8SMHaU0mrE  #infosec #cybersecurity #hacking
New security patches have been released to fix vulnerabilities in #Qualcomm chipsets and #Lenovo BIOS that could allow for information disclosure and memory corruption.  Read:  https://t.co/OwoUc8G5WZ  #infosec #cybersecurity #hacking #technology
Attention #Linux users! There is a new #malware that has been created using the Shell Script Compiler (shc) and it is deploying a #cryptocurrency miner on infected systems.  Read:  https://t.co/8SMHaU0Uhc  #infosec #cybersecurity #hacking
Synology has released security updates to address a critical RCE #vulnerability (CVE-2022-43931) impacting VPN Plus Server that could be exploited to take over affected systems.  Read:  https://t.co/fTjK0U4O9q  #infosec #cybersecurity #hacking
Explore the differences between enforcement-based and enrollment-based security strategies and how to find the right balance between ensuring #cybersecurity and building employee trust.   Read:  https://t.co/iyhuirmTGg  #cybersecurity #SecurityAutomation | @CerbyHQ
Attention: A new #malware campaign has been detected using sensitive information stolen from a bank to trick people into downloading a remote access trojan called BitRAT.  Read:  https://t.co/90FjzARsIw  #infosec #cybersecurity #hacking
Attention: A new #malware campaign has been detected using sensitive information stolen from a bank to trick people into downloading a remote access trojan called BitRAT.  Read:  https://t.co/90FjzAS0y4  #infosec #cybersecurity #hacking
"Raspberry Robin worm is targeting financial and insurance sectors in Europe, and has evolved its post-exploitation capabilities to resist analysis and collect more data from infected computers.  Read:  https://t.co/lW7ykHgjYb  #infosec #technology #hacking #malware"
Chinese international students in the U.K. have been facing persistent scams for over a year by Chinese-speaking fraudsters belonging to a group called RedZei (also known as RedThief).  Read:  https://t.co/dfDGEShiad  #infosec #cybersecurity #hacking
"PyTorch, a machine learning framework project, fell victim to a supply chain attack between Dec. 25 and Dec.30, 2022, involving a malicious dependency that affected users who downloaded the affected versions.  Read:  https://t.co/NnaJAUVxdo  #infosec #technews #cybersecurity"
Chinese international students in the U.K. have been facing persistent scams for over a year by Chinese-speaking fraudsters belonging to a group called RedZei (also known as RedThief).  Read:  https://t.co/dfDGEShPZL  #infosec #cybersecurity #hacking
"PyTorch, a machine learning framework project, fell victim to a supply chain attack between Dec. 25 and Dec.30, 2022, involving a malicious dependency that affected users who downloaded the affected versions.  Read:  https://t.co/NnaJAUW52W  #infosec #technews #cybersecurity"
"A new strain of #Linux malware is targeting #WordPress sites, taking advantage of vulnerabilities in various plugins and themes to infiltrate and compromise vulnerable systems.  Read:  https://t.co/hHNScfrcWn  #infosec #cybersecurity #technews"
"A new strain of #Linux malware is targeting #WordPress sites, taking advantage of vulnerabilities in various plugins and themes to infiltrate and compromise vulnerable systems.  Read:  https://t.co/hHNScfrKLV  #infosec #cybersecurity #technews"
"#Google has agreed to pay $29.5 million to settle lawsuits brought by Indiana and Washington, D.C. over its ""deceptive"" location tracking practices.  Read:  https://t.co/an3XqN3Ls8  #infosec #cybersecurity"
"A security researcher has received a $107,500 bounty for discovering vulnerabilities in #Google Home smart speakers that could have allowed hackers to install backdoors and use them to eavesdrop.  Read:  https://t.co/eHV3ih4vw3  #privacy #cybersecurity #infosec #technology #tech"
"A security researcher has received a $107,500 bounty for discovering vulnerabilities in #Google Home smart speakers that could have allowed hackers to install backdoors and use them to eavesdrop.  Read:  https://t.co/eHV3ih53lB  #privacy #cybersecurity #infosec #technology #tech"
CISA has added two-year-old vulnerabilities in TIBCO Software's JasperReports product to its KEV catalog after discovering evidence of active exploitation by cybercriminals.  Read:  https://t.co/UtiDuHWBQ1  #infosec #cybersecurity
"Thousands of Citrix ADC and Gateway endpoints have not yet been patched for two critical vulnerabilities (CVE-2022-27510 and CVE-2022-27518), leaving several organisations vulnerable to potential cyberattacks.   https://t.co/OakuA7nanU  #infosec #cybersecurity #hacking"
"A new #malvertising campaign has been discovered that targets people searching for popular #software. This campaign uses #Google Ads to spread Trojanized variants that deploy #malware, including Raccoon Stealer and Vidar.  Read:  https://t.co/QHfSni0iRq  #cybersecurity #hacking"
"Thousands of Citrix ADC and Gateway endpoints have not yet been patched for two critical vulnerabilities (CVE-2022-27510 and CVE-2022-27518), leaving several organisations vulnerable to potential cyberattacks.   https://t.co/OakuA7nIds  #infosec #cybersecurity #hacking"
"A new #malvertising campaign has been discovered that targets people searching for popular #software. This campaign uses #Google Ads to spread Trojanized variants that deploy #malware, including Raccoon Stealer and Vidar.  Read:  https://t.co/QHfSni0QGY  #cybersecurity #hacking"
"BitKeep, a decentralized multi-chain #cryptocurrency wallet, has confirmed a #cyberattack that led to the distribution of fraudulent versions of its #Android app, resulting in the theft of an estimated $9.9 million worth of digital assets.   https://t.co/xU0EQCrWge  #cybersecurity"
"Hackers are turning to malicious Excel add-in (.XLL) files as their initial attack vector, in response to #Microsoft's decision to block VBA macros by default for Office files downloaded from the Internet .   https://t.co/dhX1N8mXnD  #infosec #cybersecurity #malware"
"BitKeep, a decentralized multi-chain #cryptocurrency wallet, has confirmed a #cyberattack that led to the distribution of fraudulent versions of its #Android app, resulting in the theft of an estimated $9.9 million worth of digital assets.   https://t.co/xU0EQCsu5M  #cybersecurity"
"Alert! BlueNoroff APT hackers are using new techniques to bypass Windows' Mark of the Web protections, including the use of .ISO and .VHD file formats.  Read:  https://t.co/a7S6eyHPVv  #cybersecurity #hacking #infosec #malware #infosecurity"
"Hackers are turning to malicious Excel add-in (.XLL) files as their initial attack vector, in response to #Microsoft's decision to block VBA macros by default for Office files downloaded from the Internet .   https://t.co/dhX1N8nvdb  #infosec #cybersecurity #malware"
"Alert! BlueNoroff APT hackers are using new techniques to bypass Windows' Mark of the Web protections, including the use of .ISO and .VHD file formats.  Read:  https://t.co/a7S6eyInL3  #cybersecurity #hacking #infosec #malware #infosecurity"
#Facebook has reached a settlement of$725 million in a lawsuit over the Cambridge Analytica data leak.  Read:  https://t.co/xYWHbg8wKE  #privacy #cybersecurity #infosec #datasecurity #technology
"GuLoader #malware has upped its game, using advanced tactics to bypass security #software.   Researchers have uncovered a 3-stage process where VBScript delivers shellcode within itself while performing anti-analysis checks.  Read:  https://t.co/6NSxqblPHW  #cybersecurity #hacking"
#Facebook has reached a settlement of$725 million in a lawsuit over the Cambridge Analytica data leak.  Read:  https://t.co/xYWHbg94Ac  #privacy #cybersecurity #infosec #datasecurity #technology
"Alert! PrivateLoader, a pay-per-install #malware downloader service, is being used to distribute the information-stealing malware known as RisePro.  Read:  https://t.co/gSsqpnnJpf  #cybersecurity #datasecurity #hacking #infosec"
"In 2022, state-sponsored hacks and #ransomware attacks surged, particularly from countries with tense geopolitical relations.  These threats pose a risk to global systems and the security of individuals and businesses globally.  Read:  https://t.co/0q7kPoEfYF  #infosec #hacking"
"GuLoader #malware has upped its game, using advanced tactics to bypass security #software.   Researchers have uncovered a 3-stage process where VBScript delivers shellcode within itself while performing anti-analysis checks.  Read:  https://t.co/6NSxqbmnxu  #cybersecurity #hacking"
"Alert! PrivateLoader, a pay-per-install #malware downloader service, is being used to distribute the information-stealing malware known as RisePro.  Read:  https://t.co/gSsqpnoheN  #cybersecurity #datasecurity #hacking #infosec"
"Cybercriminals are distributing info-stealing #malware to developers through #Python Package Index (PyPI). These malware variants, such as ANGEL and Celestial Stealer, are based on W4SP Stealer.  Read:  https://t.co/oeO15Swm3o  #infosec #cybersecurity #hacking"
"Cybercriminals are distributing info-stealing #malware to developers through #Python Package Index (PyPI). These malware variants, such as ANGEL and Celestial Stealer, are based on W4SP Stealer.  Read:  https://t.co/oeO15SwTSW  #infosec #cybersecurity #hacking"
"FrodoPIR — A new #privacy-focused system that allows clients to securely query a database without revealing query information to an untrusted server, making it useful for a range of apps, including safe browsing, breached password checks, and more.   https://t.co/8QEvCMpQ0E  #tech"
Researchers have uncovered a new #phishing campaign targeting the Kavach two-factor authentication solution used by #Indian government officials.  Read details:  https://t.co/SxRJCQfcCG  #infosec #cybersecurity #hacking #cyberattack
"Vice Society #ransomware group has switched to a new custom payload called 'PolyVice"" that uses robust #encryption with NTRUEncrypt and ChaCha20-Poly1305.  Read:  https://t.co/82ZldVCNu4  #malware #hacking #cyberattack #datasecurity"
French #privacy watchdog fines #Microsoft Ireland €60 million for placing advertising cookies on users' computers without explicit consent.  Read:  https://t.co/6BKoFT6Zhw  #datasecurity #cybersecurity #technews #infosecurity #technology
"Conti source code leak earlier this year has led to the emergence of multiple #ransomware strains, including Putin Team, ScareCrow, BlueSky, and Meow.  Read:  https://t.co/53hGxLKLyp  #cybersecurity #hacking #malware  https://t.co/UUAr7SAOt9"
"Also, @Google is open-sourcing Magritte, a machine learning tool for blurring objects in videos, and improving its Fully Homomorphic #Encryption Transpiler as part of its efforts to democratize access to #privacy-enhancing technologies.  Read:  https://t.co/8xp43i27yZ  #infosec  https://t.co/cxZwJMcRyd"
"FrodoPIR — A new #privacy-focused system that allows clients to securely query a database without revealing query information to an untrusted server, making it useful for a range of apps, including safe browsing, breached password checks, and more.   https://t.co/8QEvCMHqSc  #tech"
"Don't get fooled by holiday hackers!  Follow these 6 steps to ensure your company's incident response plan is solid and protect your data from e-commerce scams and phishing attacks.  Read:  https://t.co/Sa9qnaBxQM  Stay vigilant this season!""  #cybersecurity #holidayhackers"
Researchers have uncovered a new #phishing campaign targeting the Kavach two-factor authentication solution used by #Indian government officials.  Read details:  https://t.co/SxRJCPXBe6  #infosec #cybersecurity #hacking #cyberattack
"Vice Society #ransomware group has switched to a new custom payload called 'PolyVice"" that uses robust #encryption with NTRUEncrypt and ChaCha20-Poly1305.  Read:  https://t.co/82ZldVUolC  #malware #hacking #cyberattack #datasecurity"
French #privacy watchdog fines #Microsoft Ireland €60 million for placing advertising cookies on users' computers without explicit consent.  Read:  https://t.co/6BKoFToA94  #datasecurity #cybersecurity #technews #infosecurity #technology
"⚡ A new detailed analysis of FIN7 #cybercrime syndicate has revealed its organizational hierarchy and role as a partner in various #ransomware attacks, including DarkSide, REvil, and LockBit.  Read details:  https://t.co/eTfFYBgQnl  #cybersecurity #hacking #malware #infosecurity"
"The August 2022 security breach at popular #password management service #LastPass was worse than originally reported, with hackers obtained a trove of personal data, including encrypted password vaults.  Read:  https://t.co/Fqo4G7YPzK  #infosec #cybersecurity #hacking #databreach"
"Researchers have identified two security vulnerabilities in the Ghost #blogging platform, one of which allows hackers to gain higher privileges by sending malicious HTTP requests.  Read:  https://t.co/N9KUFTyQkh  #infosec #websitesecurity #onlinesecurity #cybersecurity #hacking"
"⚡ A new detailed analysis of FIN7 #cybercrime syndicate has revealed its organizational hierarchy and role as a partner in various #ransomware attacks, including DarkSide, REvil, and LockBit.  Read details:  https://t.co/eTfFYBgQnl  #cybersecurity #hacking #malware #infosecurity"
"Don't go it alone in the fight against #cybercrime!  Cyber threat intelligence is crucial, but even better when shared with others in the industry.  Learn how to do so here:  https://t.co/GDyNzT6BaK  #infosec #cybersecurity"
